,AccountNumber,AccountStatus,AccountStatusDescription,Address,BusinessDescription,BusinessName,City,CouncilDistrict,Date,EffectiveDate,EmployeeRange,HomeBasedBusiness,latitude,longitude,NumberOfEmployees,SIC,StartDate,State,Status,ZIPcode
849,61227,AC,Active Status,19321  E US 40 HWY  E,Jewelry Sales/Design/Repair,"ESKEW'S FINE JEWELERS,INC",INDEPENDENCE,3,2012-11-05,9/30/2016,0-10,NO,39.0293006896973,-94.3552780151367,5,5944,9/23/2004,MO,RENEWAL,64055
850,61227,AC,Active Status,19321  E US 40 HWY  E,Jewelry Sales/Design/Repair,"ESKEW'S FINE JEWELERS,INC",INDEPENDENCE,3,2012-11-05,9/30/2016,0-10,NO,39.0293006896973,-94.3552780151367,5,5944,9/23/2004,MO,RENEWAL,64055
851,56898,AC,Active Status,2866  S M 291 HWY   D,Therapy Serv/Retail Sales-Commerical Loc,ESSENTIAL DYNAMICS INC,INDEPENDENCE,3,2012-06-07,6/30/2017,0-10,NO,39.0656051635742,-94.3762435913086,0,8049H,6/24/2003,MO,RENEWAL,64057
852,63696,AC,Active Status,18801  E 39TH ST S  2066,Clothing - Retail Sales,EXPRESS #151,INDEPENDENCE,3,2012-09-13,8/31/2016,11-25,NO,39.0456848144531,-94.3576812744141,13,5651,8/1/2005,MO,RENEWAL,64057
853,51990,AC,Active Status,4801  S CLIFF AVE   101,Health Care Services,EYE SURGERY CENTER-THE CLIFFS,INDEPENDENCE,3,2013-01-29,1/31/2017,0-10,NO,39.0312690734863,-94.3642959594727,0,8011,1/1/2002,MO,RENEWAL,64055
855,83135,AC,Active Status,4924  S MILTON CT,Furniture/Uphlst-Repair/Mfg,EFXFURNITURE STUDIO,INDEPENDENCE,3,2012-04-17,2/28/2017,0-10,YES,39.0289916992188,-94.3855972290039,0,2512,2/1/2010,MO,RENEWAL,64055
856,83135,AC,Active Status,4924  S MILTON CT,Furniture/Uphlst-Repair/Mfg,EFXFURNITURE STUDIO,INDEPENDENCE,3,2013-03-04,2/28/2017,0-10,YES,39.0289916992188,-94.3855972290039,0,2512,2/1/2010,MO,RENEWAL,64055
857,66378,AC,Active Status,18700  E 37TH TERR S,Hotel/Motel,FAIRFIELD INN KANSAS CITY INDEP,INDEPENDENCE,3,2012-03-29,3/31/2017,0-10,NO,39.0507507324219,-94.3600845336914,0,7011,3/31/2006,MO,RENEWAL,64057
858,49162,AC,Active Status,2343  S M 291 HWY,General Merchandise Retail,FAMILY DOLLAR STORES OF MO #24517,INDEPENDENCE,3,2012-03-26,3/31/2017,0-10,NO,39.0766181945801,-94.3782196044922,0,5399,3/1/2001,MO,RENEWAL,64057
859,2756,AC,Active Status,18675  E 39TH ST S H,Shoe Sales-Retail,FAMOUS FOOTWEAR #31,INDEPENDENCE,3,2012-04-23,4/30/2017,0-10,NO,39.0471649169922,-94.3619613647461,0,5661,10/11/1977,MO,RENEWAL,64057
860,36941,AC,Active Status,16635  E 23RD ST S,Hair/Nail Salon (Business Owner),FANTASTIC SAM'S,INDEPENDENCE,3,2012-11-26,11/30/2016,0-10,NO,39.0763092041016,-94.3823547363281,0,7231,11/1/1997,MO,RENEWAL,64055
861,69112,AC,Active Status,19008  E 39TH ST S,Restaurant,FAZOLI'S #1730,INDEPENDENCE,3,2012-10-26,10/31/2016,0-10,NO,39.0483894348145,-94.3558349609375,0,5812,10/19/2006,MO,RENEWAL,64057
862,73280,AC,Active Status,4706  S SHRANK DR  C,Computer Consulting/Training,FINANCIAL STATUS,INDEPENDENCE,3,2012-06-27,3/31/2017,0-10,NO,39.0333099365234,-94.3794937133789,0,7379,3/11/1992,MO,RENEWAL,64055
863,8044,AC,Active Status,16675  E 23RD ST S,Tire Sales &/Or Service,FIRESTONE COMPLETE AUTO CARE,INDEPENDENCE,3,2012-04-09,4/30/2017,0-10,NO,39.0763092041016,-94.3823547363281,0,5531BA,7/18/1990,MO,RENEWAL,60062
865,24647,AC,Active Status,17331  E US 40 HWY   112,Florist-Wholesale,"FLORIST DISTRIBUTING, INC.",INDEPENDENCE,3,2012-05-11,5/31/2017,26-50,NO,39.033447265625,-94.3755722045898,28,5193,6/1/1993,MO,RENEWAL,64055
866,63274,AC,Active Status,16502  E US 40 HWY,Flowers/Plants-Fresh Retail,FLOWERAMA OF AMERICA # 206,INDEPENDENCE,3,2012-08-16,6/30/2017,0-10,NO,39.034782409668,-94.3870239257813,0,5992A,6/6/2005,MO,RENEWAL,64055
867,60084,AC,Active Status,18801  E 39TH ST S 2100,Shoe Sales-Retail,FOOT ACTION #240,INDEPENDENCE,3,2012-05-29,5/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5661,5/8/2004,MO,RENEWAL,64057
868,77794,AC,Active Status,18801  E 39TH ST S 1062,Shoe Sales-Retail,FOOTLOCKER #7124,INDEPENDENCE,3,2012-05-01,4/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5661,2/28/1978,MO,RENEWAL,64057
870,86847,AC,Active Status,2920  S JACKSON DR,Financial/Investment Planning,FOUR BROTHERS INVESTMENT CO LLC,INDEPENDENCE,3,2012-05-04,5/31/2017,0-10,NO,39.064525604248,-94.3468246459961,0,6282,5/4/2012,MO,NEW,64057
871,80572,AC,Active Status,3111  S ARROWHEAD CT,Travel Agency/Agent,"FOUR SEASONS TRAVEL, INC.",INDEPENDENCE,3,2012-05-25,4/30/2017,0-10,YES,39.0621376037598,-94.3583679199219,0,4724,8/23/1991,MO,RENEWAL,64057
872,86189,AC,Active Status,2511  S RINGO RD,Residential Construction,FOUSHEE HOMES,INDEPENDENCE,3,2013-02-08,2/28/2017,0-10,YES,39.0571098327637,-94.3545761108398,0,1521,2/1/1998,MO,RENEWAL,64057
873,49003,AC,Active Status,4720  S SHRANK DR,Crafts/Novelties Mfg & Sales,FOX AND PONY,INDEPENDENCE,3,2013-03-18,2/28/2017,0-10,YES,39.0324897766113,-94.3796463012695,0,3999,10/20/1987,MO,RENEWAL,64055
874,79764,AC,Active Status,18801  E 39TH ST S  2024,Clothing - Retail Sales,FRANCESCA'S COLLECTIONS,INDEPENDENCE,3,2012-04-25,3/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,6,5651,4/19/2010,MO,RENEWAL,64057
875,79764,AC,Active Status,18801  E 39TH ST S  2024,Clothing - Retail Sales,FRANCESCA'S COLLECTIONS,INDEPENDENCE,3,2013-03-18,3/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,6,5651,4/19/2010,MO,RENEWAL,64057
876,71608,AC,Active Status,19401  E 37TH TERRACE CT S 200,Health Care Services,FMC-CENTERPOINT DIALYSIS,INDEPENDENCE,3,2013-02-01,12/31/2016,0-10,NO,39.0510444641113,-94.3511428833008,0,8011,12/1/2007,MO,RENEWAL,64057
877,81405,AC,Active Status,18801  E 39TH ST S 2035,Vending MacH. Maint/Svc &/Or Sales,FOTO FANTASY INC,INDEPENDENCE,3,2012-10-02,9/30/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5962A,3/31/2009,MO,RENEWAL,64057
878,65009,AC,Active Status,17317  E 50TH STREET CT S,Electrical Contractor,G & G ELECTRIC LLC,INDEPENDENCE,3,2013-01-22,12/31/2016,0-10,YES,39.0283813476563,-94.3774261474609,0,1731,12/9/2005,MO,RENEWAL,64055
879,78987,AC,Active Status,820  E LAKE DRIVE CT,Window/Door/Garage Door Contractor,GALVAN'S CONSTRUCTION LLC,INDEPENDENCE,3,2012-12-27,12/8/2016,0-10,YES,39.0689506530762,-94.4037246704102,1,1751S,11/10/2009,MO,RENEWAL,64055
880,21380,AC,Active Status,2661  S HUB DR  A,Hair/Nail Salon (Business Owner),GALYN'S BEAUTY WORKS-STOUT,INDEPENDENCE,3,2012-08-29,8/31/2016,0-10,NO,39.0713577270508,-94.3806915283203,0,7231,8/10/1992,MO,RENEWAL,64055
881,58746,AC,Active Status,19130  E 39TH ST S E,Video Rental &/Or Sales,GAMESTOP #2565,INDEPENDENCE,3,2012-12-31,12/31/2016,0-10,NO,39.0495300292969,-94.3557662963867,0,7841,12/13/2003,MO,RENEWAL,64057
882,34404,AC,Active Status,5101  S CONWAY CT,Sporting Goods/Supplies-Retail Sls,GAMETIME SCOREBOOKS,INDEPENDENCE,3,2012-10-31,10/31/2016,0-10,YES,39.0271377563477,-94.3703308105469,0,5941A,10/8/1996,MO,RENEWAL,64055
883,41995,AC,Active Status,17907  E 49TH TERRACE CT S,Child Care - 4 Or Less,GAYLE GENSLER,INDEPENDENCE,3,2012-09-13,8/31/2016,0-10,YES,39.0286026000977,-94.3688583374023,0,8351Q,8/16/1999,MO,RENEWAL,64055
884,2571,AC,Active Status,2719  S WHITNEY RD,Generators/Motors Service/Mfg,GENERATOR SERVICES INC,INDEPENDENCE,3,2012-05-02,4/30/2017,0-10,YES,39.0684661865234,-94.3688354492188,0,3621,6/14/1983,MO,RENEWAL,64057
885,8049,AC,Active Status,2611  S LEES SUMMIT RD,Day Care/Preschool,GLENDALE CHILD & FAMILY LEARNING CT,INDEPENDENCE,3,2012-04-16,4/30/2017,0-10,NO,39.0719375610352,-94.3880081176758,0,8351E,8/3/1990,MO,RENEWAL,64055
886,76016,AC,Active Status,4500  S LITTLE BLUE PKWY,Communication Relay Tower/Signal Service,"GLOBAL SIGNAL ACQUISITIONS II, LLC",INDEPENDENCE,3,2013-02-11,1/31/2017,0-10,NO,39.0352935791016,-94.3470993041992,0,8999A,1/12/2007,MO,RENEWAL,64057
888,85030,AC,Active Status,18801  E 39TH ST S 1323,Jewelry Design/Repair,GOLD & TIME	,INDEPENDENCE,3,2012-10-09,10/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,2,5944A,10/13/2011,MO,RENEWAL,64057
889,65876,AC,Active Status,2411  S M 291 HWY  Q,Restaurant,GOLD LION,INDEPENDENCE,3,2013-03-11,3/31/2017,0-10,NO,39.0753555297852,-94.3784637451172,0,5812,3/20/2006,MO,RENEWAL,64057
890,80873,AC,Active Status,19120  E VALLEY VIEW PKWY,Restaurant,GOLDEN CORRAL,INDEPENDENCE,3,2012-12-27,12/31/2016,0-10,NO,39.0385704040527,-94.3529510498047,0,5812,12/15/2010,MO,RENEWAL,64055
891,70827,AC,Active Status,15801  E 23RD ST S,Nail Salon (Business Owner),GOLDEN NAILS & SPA,INDEPENDENCE,3,2012-08-09,8/31/2016,0-10,NO,39.0780601501465,-94.3903121948242,0,7231B,8/27/2007,MO,RENEWAL,64055
892,81738,AC,Active Status,1435  S NOLAND RD,Restaurant,GOLDEN RICE,INDEPENDENCE,3,2012-11-09,10/31/2016,0-10,NO,39.0738525390625,-94.4135894775391,0,5812,10/1/2010,MO,RENEWAL,64055
894,32999,AC,Active Status,18801  E 39TH ST S  2110,Bakery Products-Retail,GREAT AMERICAN COOKIES,INDEPENDENCE,3,2012-11-05,10/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,9,5461,10/2/1995,MO,RENEWAL,64057
896,64419,AC,Active Status,3911  S BOLGER DR,Musical Instrument Sales/Repair,GUITAR CENTER STORES #343,INDEPENDENCE,3,2012-10-22,9/30/2016,11-25,NO,39.0475959777832,-94.367073059082,25,5736,9/29/2005,MO,RENEWAL,64055
897,38238,AC,Active Status,18813  E 39TH ST S D-6,Clothing - Retail Sales,GYMBOREE STORES #470,INDEPENDENCE,3,2012-06-05,5/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,5/4/1998,MO,RENEWAL,64057
898,57694,AC,Active Status,18801  E 39TH ST S 1036,Electronic Sales/Serv/Install,GAMESTOP #53,INDEPENDENCE,3,2012-08-24,8/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5731,8/19/2003,MO,RENEWAL,64057
899,77205,AC,Active Status,18801  E 39TH ST S,Amusement Devices-Lease of Machines,GAMEZONE LLC,INDEPENDENCE,3,2012-06-21,6/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,7993A,6/1/2009,MO,RENEWAL,64057
900,79705,AC,Active Status,19419  E BRYN MAWR DR,Handyman Services,HANDYMAN BARRETT LLC,INDEPENDENCE,3,2012-03-29,3/10/2017,0-10,YES,39.0653228759766,-94.3500366210938,1,1521C,3/10/2010,MO,RENEWAL,64055
901,79705,AC,Active Status,19419  E BRYN MAWR DR,Handyman Services,HANDYMAN BARRETT LLC,INDEPENDENCE,3,2013-02-27,3/10/2017,0-10,YES,39.0653228759766,-94.3500366210938,1,1521C,3/10/2010,MO,RENEWAL,64055
902,71089,AC,Active Status,19210  E 39TH ST S D,Prosthetic Devices,HANGER PROSTHOTICS & ORTHOTICS EAST,INDEPENDENCE,3,2012-11-05,10/31/2016,0-10,NO,39.0483131408691,-94.3532943725586,7,3842A,10/26/2004,MO,RENEWAL,64057
904,58675,AC,Active Status,19341  E US 40 HWY,Liquor Sales/Original Package,HAPPY HOUR,INDEPENDENCE,3,2012-04-02,3/31/2017,0-10,NO,39.0296783447266,-94.354377746582,0,5921,3/1/2004,MO,RENEWAL,64055
906,39564,AC,Active Status,19700  E HOLKE RD,Vitamin/Nutritional/Oils-Sales,HART ASSOCIATES,INDEPENDENCE,3,2013-01-24,1/31/2017,0-10,YES,39.0775375366211,-94.3469848632813,0,5499G,1/1/1998,MO,RENEWAL,64057
907,73521,AC,Active Status,17430  E 39TH ST S,Bank,HAWTHORN BANK,INDEPENDENCE,3,2012-05-14,5/31/2017,0-10,NO,39.0489959716797,-94.3744583129883,0,6011,6/22/2007,MO,RENEWAL,64055
908,8850,AC,Active Status,3010  S M 291 HWY  P,Hearing Aid Manufacturing,HEARING EXPRESS LABORATORY,INDEPENDENCE,3,2013-03-14,3/31/2017,0-10,NO,39.0639610290527,-94.3751754760742,0,3842,3/5/1992,MO,RENEWAL,64055
909,74344,AC,Active Status,3013  S COCHISE DR,Internet Sales/Purchasing/Leasing,HEARTLAND CLASSICS,INDEPENDENCE,3,2013-03-12,2/28/2017,0-10,YES,39.0639801025391,-94.3596343994141,0,7371G,2/13/2008,MO,RENEWAL,64057
910,51113,AC,Active Status,19721  E JACKSON DR,Restaurant/Bar,HEREFORD HOUSE INDEPENDENCE,INDEPENDENCE,3,2012-10-23,10/31/2016,75+,NO,39.0405731201172,-94.3474578857422,81,5812H,10/2/2001,MO,RENEWAL,64057
911,47538,AC,Active Status,2915  S YUMA CT,Entertainers/Supplies,HEY-RAY PRODUCTIONS,INDEPENDENCE,3,2012-08-09,8/31/2016,0-10,YES,39.0650787353516,-94.3636093139648,0,7929,8/10/2000,MO,RENEWAL,64057
912,46538,AC,Active Status,16721  E GUDGELL RD,Restaurant,HI BOY #3,INDEPENDENCE,3,2013-01-02,12/31/2016,0-10,NO,39.0717544555664,-94.3799209594727,0,5812,6/1/2000,MO,RENEWAL,64055
913,25949,AC,Active Status,17501  E HIDDEN VALLEY RD,Pet Services &/Or Products,HIDDEN VALLEY ANIMAL HOSPITAL,INDEPENDENCE,3,2012-10-19,10/31/2016,0-10,NO,39.0633964538574,-94.3732070922852,0,0752,10/1/1993,MO,RENEWAL,64057
914,51217,AC,Active Status,2920  S JACKSON DR,Storage/Warehousing,"HILBURN TRUCKING, INC.",INDEPENDENCE,3,2012-09-28,9/30/2016,0-10,NO,39.064525604248,-94.3468246459961,0,4225,9/13/2001,MO,RENEWAL,64057
915,59848,AC,Active Status,2900  S HICKORY RIDGE,Gift/Novelty/Specialty Items,HOMINY CREEK ENTERPRISES,INDEPENDENCE,3,2012-04-30,4/30/2017,0-10,YES,39.0657272338867,-94.3722991943359,0,5947A,4/14/2004,MO,RENEWAL,64057
916,77876,AC,Active Status,4900  S ARROWHEAD DR   A,Medical Equipment/Prosthesis,HORIZON ORTHOTIC & PROSTHETIC,INDEPENDENCE,3,2012-08-20,8/31/2016,0-10,NO,39.0299415588379,-94.3602447509766,0,5047C,9/1/2009,MO,RENEWAL,64057
917,50695,AC,Active Status,18801  E 39TH ST S  1158,Clothing - Retail Sales,HOT TOPIC #319,INDEPENDENCE,3,2012-06-22,6/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,6/21/2001,MO,RENEWAL,64057
918,51281,AC,Active Status,2600  S HUB DR,Office-Billing/Admin/Constr/Recruiting,HOUSING AUTHORITY OF INDEPENDENCE,INDEPENDENCE,3,2012-09-14,9/30/2016,0-10,NO,39.0738677978516,-94.3813018798828,0,8721N,9/30/2001,MO,RENEWAL,64055
919,2110,AC,Active Status,2650  S HUB DR  F,Liquor Sales/Original Package,HUB LIQUORS,INDEPENDENCE,3,2013-01-02,12/31/2016,0-10,NO,39.0715560913086,-94.3814086914063,0,5921,6/28/1982,MO,RENEWAL,64055
920,8672,AC,Active Status,1525  E 23RD ST S,Grocery Store,HY-VEE FOOD & DRUG STORE,INDEPENDENCE,3,2012-12-20,12/31/2016,0-10,NO,39.0772972106934,-94.3937606811523,0,5411A,12/11/1991,MO,RENEWAL,64055
921,21477,AC,Active Status,14300  E 32ND ST S,Adult Day Care Center,ICAN,INDEPENDENCE,3,2012-08-31,8/31/2016,0-10,NO,39.0622367858887,-94.4106750488281,0,8322G,9/1/1992,MO,RENEWAL,64055
922,68551,AC,Active Status,18801  E 39TH ST S 1072,Clothing Apparel/Access/Hdwear,ICING #8378,INDEPENDENCE,3,2012-12-27,12/31/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5699A,12/1/1999,MO,RENEWAL,64057
923,32524,AC,Active Status,18801  E 39TH ST S A,Carousel,INDEPENDENCE CAROUSEL,INDEPENDENCE,3,2012-04-06,4/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,7996A,4/1/1996,MO,RENEWAL,64057
924,49192,AC,Active Status,19501  E US 40 HWY,Dental Supplies,INDEPENDENCE DENTAL EXCELLENCE,INDEPENDENCE,3,2013-02-25,2/28/2017,0-10,NO,39.028148651123,-94.3520812988281,0,8072A,12/23/1964,MO,RENEWAL,64015
925,38179,AC,Active Status,620  E RANKIN RD,Fire Extinguish Eqpt Service/Inspect.,INDEPENDENCE FIRE & SAFETY LLC,INDEPENDENCE,3,2012-10-19,10/31/2016,0-10,YES,39.0673561096191,-94.4071426391602,0,7389CB,10/1/1997,MO,RENEWAL,64055
926,756,AC,Active Status,1600  S KINGS HIGHWAY,Nursing Home/Assisted Living,INDEPENDENCE MANOR CARE CENTER,INDEPENDENCE,3,2012-04-23,4/30/2017,0-10,NO,39.0718383789063,-94.3989715576172,0,8051,12/2/1980,MO,RENEWAL,64055
927,5921,AC,Active Status,4700  S GLENVIEW AVE,Mobile Home Park,INDEPENDENCE MOBILE HOME PARK,INDEPENDENCE,3,2012-05-18,4/30/2017,0-10,NO,39.031135559082,-94.3479156494141,0,6515,5/1/1986,MO,RENEWAL,64015
928,40431,AC,Active Status,3001  S M 291 HWY,Storage/Warehousing,INDEPENDENCE SELF STORAGE,INDEPENDENCE,3,2012-05-09,5/31/2017,0-10,NO,39.0651168823242,-94.3731689453125,0,4225,5/1/1999,MO,RENEWAL,64057
929,89009,AC,Active Status,24823  E TRUMAN RD,Consulting Service,INNOVATIVE T4P SOLUTIONS GROUP,INDEPENDENCE,3,2012-12-26,12/26/2016,0-10,YES,39.0864143371582,-94.2877044677734,0,8742A,4/1/2010,MO,RENEWAL,64057
930,72505,AC,Active Status,19045  E VALLEY VIEW PKWY   A,Optical Goods,INSIGHT EYECARE SPECIALTIES IND,INDEPENDENCE,3,2012-05-12,2/28/2017,0-10,NO,39.0363426208496,-94.3546676635742,10,5995,2/1/2007,MO,RENEWAL,64057
931,71378,AC,Active Status,18001  E BASS PRO DR,Restaurant/Bar,ISLAMORADA FISH COMPANY,INDEPENDENCE,3,2013-02-19,2/28/2017,26-50,NO,39.0352516174316,-94.3664855957031,30,5812H,1/24/2008,MO,RENEWAL,64055
932,34839,AC,Active Status,17211  E 35TH ST S,Commercial Equip Sls/Serv/Lease/Install,IZZYS ESPRESSO SERVICE INC,INDEPENDENCE,3,2013-02-01,1/31/2017,0-10,YES,39.0556144714355,-94.376953125,0,5046,6/1/1994,MO,RENEWAL,64055
933,87299,AC,Active Status,2400  S M 291 HWY,Restaurant,J C BUSINESS GROUP DBA DUNKIN' DONU,INDEPENDENCE,3,2012-06-12,6/30/2017,11-25,NO,39.0749969482422,-94.3798217773438,11,5812,8/27/2012,MO,NEW,64055
934,39902,AC,Active Status,4904  S KENDALL DR,Printing-Commercial,J G IMPRINTERS,INDEPENDENCE,3,2013-01-11,1/31/2017,0-10,YES,39.0301551818848,-94.3803100585938,0,2752,1/4/1999,MO,RENEWAL,64055
936,82974,AC,Active Status,629  E 23RD ST S,Pet Services &/Or Products,JACKSON COUNTY ANIMAL HOSPITAL,INDEPENDENCE,3,2013-03-15,3/31/2017,0-10,NO,39.0786323547363,-94.4071426391602,0,0752,3/4/2011,MO,RENEWAL,64055
937,58208,AC,Active Status,17020  E US 40 HWY  9,Audiology/Hearing Aids,JACKSON COUNTY AUDIOLOGY,INDEPENDENCE,3,2012-10-01,9/30/2016,0-10,NO,39.0350532531738,-94.3797912597656,5,8049J,9/26/2003,MO,RENEWAL,64055
938,51376,AC,Active Status,4230  S PHELPS RD   SUITE I,Consulting Service,"JAMES R LOUMIET & ASSOCIATES, INC.",INDEPENDENCE,3,2012-09-10,9/30/2016,0-10,NO,39.0499305725098,-94.3597946166992,4,8742A,2/1/1994,MO,RENEWAL,64057
939,83516,AC,Active Status,19108  E 37TH TERR S  #4,Janitorial/Cleaning Supplies/Eqpmt,JANIKING,INDEPENDENCE,3,2012-04-27,4/26/2017,0-10,YES,39.0523338317871,-94.3564071655273,0,5087F,4/26/2011,MO,RENEWAL,64057
940,75540,AC,Active Status,3610  S QUEEN RIDGE DR,Home Health Service,JANNETTE'S HOME HEALTH CARE,INDEPENDENCE,3,2012-11-30,11/30/2016,0-10,YES,39.0536270141602,-94.3893737792969,0,8082A,11/1/2007,MO,RENEWAL,64055
941,71607,AC,Active Status,18801  E 39TH ST S 2116,Jewelry Sales/Design/Repair,JARED THE GALLERIA OF JEWELRY #2490,INDEPENDENCE,3,2012-11-20,11/30/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5944,11/17/2007,MO,RENEWAL,64057
944,59224,AC,Active Status,19500  E US 40 HWY,Auto Service,JIFFY LUBE #3037,INDEPENDENCE,3,2013-02-11,2/28/2017,0-10,NO,39.0296363830566,-94.3520812988281,0,7549,2/2/2004,MO,RENEWAL,64055
945,59172,AC,Active Status,2621  S M 291 HWY,Auto Service,JIFFY LUBE #3040,INDEPENDENCE,3,2012-12-28,12/31/2016,0-10,NO,39.0708122253418,-94.3774642944336,0,7549,12/19/2003,MO,RENEWAL,64057
946,5545,AC,Active Status,3920  S CRACKERNECK RD,Electrical Contractor,JIM BLACK'S ELECTRIC,INDEPENDENCE,3,2012-04-25,4/30/2017,0-10,YES,39.0471534729004,-94.3732604980469,0,1731,12/10/1984,MO,RENEWAL,64055
947,29523,AC,Active Status,3810  S CRACKERNECK RD,Fabric Sales/Needlework,JO-ANN ETC #1918,INDEPENDENCE,3,2012-10-22,10/31/2016,0-10,NO,39.0508728027344,-94.373908996582,0,5949,10/2/1994,MO,RENEWAL,64055
948,68373,AC,Active Status,20001  E JACKSON DR,Restaurant/Bar,JOE'S CRAB SHACK,INDEPENDENCE,3,2012-11-16,11/30/2016,26-50,NO,39.0405654907227,-94.3446350097656,30,5812H,11/15/2006,MO,RENEWAL,64055
949,69331,AC,Active Status,18801  E 39TH ST S  1012,Shoe Sales-Retail,JOURNEYS #797,INDEPENDENCE,3,2012-03-23,3/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5661,3/20/1998,MO,RENEWAL,64057
950,66403,AC,Active Status,18801  E 39TH ST S C-06A 1038,Shoe Sales-Retail,JOURNEYS KIDZ #1636,INDEPENDENCE,3,2012-05-10,5/31/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5661,5/29/2006,MO,RENEWAL,64057
951,77795,AC,Active Status,18810  E 39TH ST S D,Clothing - Retail Sales,JUSTICE #694,INDEPENDENCE,3,2012-11-26,11/30/2016,0-10,NO,39.0456848144531,-94.3576812744141,0,5651,11/7/2006,MO,RENEWAL,64057
953,73239,AC,Active Status,17610  E 39TH ST S,Optical Goods,JC PENNEY OPTICAL #1281,INDEPENDENCE,3,2012-05-04,4/30/2017,0-10,NO,39.0517272949219,-94.3707504272461,0,5995,7/31/2005,MO,RENEWAL,64055
954,69546,AC,Active Status,2900  S SEMINOLE DR,Consulting Service,"JLR CONSULTING, INC.",INDEPENDENCE,3,2012-03-28,4/2/2017,0-10,YES,39.0661315917969,-94.3602752685547,1,8742A,3/14/2007,MO,RENEWAL,64057
955,85425,AC,Active Status,15212  E 33RD ST S,Appliance Repair/Parts,"JV GARAGE DOOR, LLC",INDEPENDENCE,3,2013-01-23,12/3/2016,0-10,YES,39.0580139160156,-94.3996276855469,3,7629,1/1/2011,MO,RENEWAL,64055
956,8131,AC,Active Status,18813  E 39TH ST S 2123,Jewelry Sales/Design/Repair,KAY JEWELERS #399,INDEPENDENCE,3,2012-05-01,4/30/2017,0-10,NO,39.0456848144531,-94.3576812744141,0,5944,10/12/1990,MO,RENEWAL,64057
957,84202,AC,Active Status,2717  S STONERIDGE DR,Heating &/Or Cooling Contractor,KETCHUM SERVICES,INDEPENDENCE,3,2012-05-01,4/30/2017,0-10,YES,39.0656127929688,-94.3140106201172,0,1711,4/23/2004,MO,RENEWAL,64015
958,87414,AC,Active Status,4911  S ARROWHEAD DR   310,Home Health Service,KINDRED HOSPICE,INDEPENDENCE,3,2012-06-25,6/30/2017,0-10,NO,39.029167175293,-94.3598556518555,0,8082A,6/1/2011,MO,RENEWAL,64057
959,67452,AC,Active Status,18505  E 27TH ST S,Charitable Organization/Solicitation,KIRK M FOUNDATION,INDEPENDENCE,3,2012-09-07,8/31/2016,0-10,YES,39.0693817138672,-94.3608322143555,0,6799A,6/26/2006,MO,RENEWAL,64057
960,58068,AC,Active Status,19800  E VALLEY VIEW PKWY,Restaurant/Bar,KOBE JAPANESE STEAKHOUSE/SUSHI BAR,INDEPENDENCE,3,2013-02-01,1/31/2017,0-10,NO,39.0389213562012,-94.3470687866211,0,5812H,1/1/2004,MO,RENEWAL,64055
961,31341,AC,Active Status,18800  E 39TH ST S,Department Store Retail,KOHL'S,INDEPENDENCE,3,2012-09-27,9/30/2016,0-10,NO,39.0495300292969,-94.3557662963867,0,5311,9/10/1995,MO,RENEWAL,64057
962,77139,AC,Active Status,3305  S GATEWAY DR,Internet Sales/Purchasing/Leasing,KOIPONDFEVER.COM/KOITEK FILTER SYSM,INDEPENDENCE,3,2012-04-03,3/31/2017,0-10,YES,39.0593872070313,-94.3543701171875,0,7371G,3/15/2009,MO,RENEWAL,64057
964,79896,AC,Active Status,19310  E 50TH TERR S,Recreation/Amusement Facility/Service,KC SPORTS LODGE,INDEPENDENCE,3,2012-04-16,4/30/2017,0-10,NO,39.028018951416,-94.3577728271484,0,7999,4/5/2010,MO,RENEWAL,64055
965,80296,AC,Active Status,18920  E VALLEY VIEW PKWY  C,Broadcasting/Radio Station,KCWJ,INDEPENDENCE,3,2012-05-07,5/31/2017,0-10,NO,39.0346755981445,-94.3578796386719,0,4832,5/20/2010,MO,RENEWAL,64057
966,81984,AC,Active Status,16416  E COGAN DR,Consulting Service,L.R. LEMON METEOROLOGICAL SERV,INDEPENDENCE,3,2012-10-16,10/31/2016,0-10,YES,39.0700836181641,-94.385627746582,0,8742A,10/23/2010,MO,RENEWAL,64055
967,57631,AC,Active Status,2325  S M 291 HWY,Restaurant/Bar,LA FUENTE MEXICAN RESTAURANT,INDEPENDENCE,3,2012-08-31,8/31/2016,11-25,NO,39.0766181945801,-94.3782196044922,25,5812H,8/15/2003,MO,RENEWAL,64057
