,Unnamed: 0,addedsqft,applieddate,coissueddate,completeddate,contractoraddress1,contractoraddress2,contractorcity,contractorcompanydesc,contractorcompanyname,contractoremail,contractorfullname,contractorlicnum,contractorphone,contractorstate,contractorstatelic,contractortrade,contractortrademapped,contractorzip,description,estprojectcost,expiresdate,fee,housingunits,issueddate,latitude,longitude,lastupdated,link,masterpermitnum,originaladdress1,city,state,originalzip,pin,permitclass,permitclassmapped,permitnum,permittype,permittypedesc,permittypemapped,proposedused,publisher,status,statuscurrentmapped,statusdate,totalsqft,workclass,workclassmapped,id,issuedYear,issuedMonth,issuedDay
48,48,,2017-03-09,,,7100 WEST FLORIDA AVENUE,,HEMET,,HOSOPO CORPORATION,HOLLY.THOMPSON@HORIZONSOLARPOWER.COM,Alan Gillett ,1004233.0,951 926-1176,CA,CA,CSLB Contractor,,92545.0,"CROSS STREET: S Citrus Ave 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-09,33.12352557036448,-117.0384084839208,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KJ0,,2344 BIG PINE RD ,ESCONDIDO,CA,92027.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001665,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: S Citrus Ave 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-09,,Existing,Existing,59,2017.0,3.0,3.0
49,49,,2017-07-13,,,36625 KEVIN ROAD STE 147,,WILDOMAR,,PRECIS DEVELOPMENT INC,,Christian Hopwood ,952305.0,951 696-9400,CA,CA,CSLB Contractor,,92595.0,"CROSS STREET: Lake Circle Road 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
This Permit does not exempt any existing structures from compliance with applicable building code and zoning ordinance requirements.
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-07-13,33.32284806983228,-117.14945638646023,2017-07-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=01PJC,,3603 LAKE PARK RD ,FALLBROOK,CA,92028.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-005644,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - Solar Photovoltaic Roof Mount Residential - Online,,"CROSS STREET: Lake Circle Road 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
This Permit does not exempt any existing structures from compliance with applicable building code and zoning ordinance requirements.
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-07-13,,Existing,Existing,81278,2017.0,7.0,3.0
50,50,,2017-03-09,2017-03-16,2017-03-17,P O BOX 850,,PINE VALLEY,,W G CONTRACTING INC,,,939780.0,619 788-9944,CA,CA,CSLB Contractor,,91962.0,"CROSS STREET: Tavern 
 
_____________DO_NOT_EDIT_BELOW_THIS_LINE_____________
Description of Work: ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD WITH EXISTING RESIDENTIAL MAIN ELECTRICAL SERVICE UPGRADE - 200A - (ONLINE PERMIT) 
 
*The scope of work is limited to upgrade of the existing main service panel.  No new sub-panels or relocation permitted. 
 
Per Section 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,247.0,0.0,2017-03-09,32.8187003981601,-116.7587027662471,2017-03-18,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KM2,,2387 S GRADE RD ,ALPINE,CA,91901.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001685,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Tavern 
 
_____________DO_NOT_EDIT_BELOW_THIS_LINE_____________
Description of Work: ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD WITH EXISTING RESIDENTIAL MAIN ELECTRICAL SERVICE UPGRADE - 200A - (ONLINE PERMIT) 
 
*The scope of work is limited to upgrade of the existing main service panel.  No new sub-panels or relocation permitted. 
 
Per Section 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-17,,Existing,Existing,61,2017.0,3.0,3.0
51,51,,2017-03-09,2017-03-23,2017-03-24,2880 SCOTT STREET SUITE 104,,VISTA,,SHERLOCK HEATING AND AIR CONDITIONING INC,r.johnson@sherlockair.com,,804838.0,760 295-5014,CA,CA,CSLB Contractor,,92081.0,"CROSS STREET: SPYGLASS LN 

Description of Work: HVAC Change Out - Package System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,247.0,0.0,2017-03-09,32.99125507043709,-117.18008592628466,2017-03-25,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KK1,,7790 ST ANDREWS RD ,RANCHO SANTA FE,CA,92067.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001671,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: SPYGLASS LN 

Description of Work: HVAC Change Out - Package System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-24,,Existing,Existing,60,2017.0,3.0,3.0
52,52,,2017-07-13,,,1830 JOHN TOWERS,,EL CAJON,,ANDERSON HEATING &amp; AIR CONDITIONING INC,,,876156.0,619 449-3852,CA,CA,CSLB Contractor,,92020.0,"CROSS STREET: N HILL AVE 

Description of Work: HVAC Change Out - Package System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,282.0,0.0,2017-07-13,33.385502571845656,-117.25387702040295,2017-07-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=01PIH,,340 W KALMIA ST ,FALLBROOK,CA,92028.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-005636,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: N HILL AVE 

Description of Work: HVAC Change Out - Package System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-07-13,,Existing,Existing,81279,2017.0,7.0,3.0
53,53,,2017-05-12,,,41085 GOLDEN GATE CIR,,MURRIETA,,W C HEATING &amp; AIR CONDITIONING INC,ttimmerwc.com,Ralph Dale Barron ,779604.0,951 600-0700,CA,CA,CSLB Contractor,,92562.0,"CROSS STREET: PALA MESA DR 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,247.0,0.0,2017-05-12,33.33836832623156,-117.17274197289105,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016PL,,2737 SUMAC RD ,FALLBROOK,CA,92028.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003610,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: PALA MESA DR 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78803,2017.0,5.0,4.0
54,54,,2017-03-09,,,,,,,,,,,,,,,,,"Cross street:     EL MIRLO               

Foundation: SLAB         

Description of Work:  1036 S.F. 2-STORY A.D.U W/407 S.F. BASEMENT ON 1ST FLOOR, 920 S.F. DECK, AND 570 S.F. KOI POND. 

Notice to Permittee: Temp power shall be inspected prior to framing inspection",167812.24,03/09/2018,2106.27,1.0,,,,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KJ4,,318 FLORES DE ORO ADU ,RANCHO SANTA FE,CA,92067.0,265-422-11-00,New Residential Acc Structure,Residential,PDS2017-RESACC-000161,New Residential Detached Accessory Structure - Plan Check-Permit,1010 - RES - New Primary Residential Structure,Building,"Cross street:     EL MIRLO               

Foundation: SLAB         

Description of Work:  1036 S.F. 2-STORY A.D.U W/407 S.F. BASEMENT ON 1ST FLOOR, 920 S.F. DECK, AND 570 S.F. KOI POND. 

Notice to Permittee: Temp power shall be inspected prior to framing inspection",San Diego - Prod 7.3.3.8.1,Open,In Review,2017-03-09,1956.0,New,New,67,,,
55,55,,2017-05-12,2017-06-05,2017-06-06,2455 PACES FERRY RD C-11 HSC,,ATLANTA,,HOME DEPOT U S A INC,,,602331.0,404 433-8211,GA,CA,CSLB Contractor,,30339.0,"CROSS STREET: Old HWY 80 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",,,0.0,0.0,2017-05-12,32.619497169949554,-116.18454956196544,2017-06-07,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016T0,,1242 CAMPO ST ,JACUMBA,CA,91934.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003645,Residential Alteration or Addition - Plan Check-Permit,3309 - RES - (Online) Glazing Replacement - No Net Area Change,Building,"CROSS STREET: Old HWY 80 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-06-06,,Existing,Existing,78802,2017.0,5.0,4.0
56,56,,2017-03-09,,,,,,,,,,,,,,,,,"Cross street:  KAYWOOD DR.                  Foundation: SLAB          

Description of Work: *FICO* 400SF DETAHCED GARAGE W/MISC ELEC, 120SF COVERED STORAGE AREA",18144.0,03/09/2018,1510.0,0.0,,33.1815932142325,-117.07935153356037,2017-04-04,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KJM,,25812 FOREST DR ,ESCONDIDO,CA,92026.0,187-591-30-00,New Residential Acc Structure,Residential,PDS2017-RESACC-000162,New Residential Detached Accessory Structure - Plan Check-Permit,4360 - RES - Garages For SFD/Duplex,Building,"Cross street:  KAYWOOD DR.                  Foundation: SLAB          

Description of Work: *FICO* 400SF DETAHCED GARAGE W/MISC ELEC, 120SF COVERED STORAGE AREA",San Diego - Prod 7.3.3.8.1,Open,In Review,2017-03-09,520.0,New,New,70,,,
57,57,,2017-03-09,,,1024 FLORIDA CENTRAL PARKWAY,,LONGWOOD,,SEARS HOME IMPROVEMENT PRODUCTS INC,,Gabriel Rubio ,721379.0,407 551-5402,FL,CA,CSLB Contractor,,32750.0,"Cross street: BRABHAM 

Description of Work: 270 S.F.  WINDOW REPLACEMENT FOR EXISTING SFD.",8640.0,,2.9,0.0,2017-03-09,32.74965903895725,-116.93372181263436,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KJU,,12117 VIA HACIENDA ,EL CAJON,CA,92019.0,502-272-70-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001669,Residential Alteration or Addition - Plan Check-Permit,"3310 - RES - Misc. (Antennas, Tennis Cts, Gazebo)",Other,"Cross street: BRABHAM 

Description of Work: 270 S.F.  WINDOW REPLACEMENT FOR EXISTING SFD.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-09,270.0,Existing,Existing,74,2017.0,3.0,3.0
58,58,,2017-05-12,,,77 RIO ROBLES,,SAN JOSE,,SUNPOWER CORPORATION SYSTEMS,,,890895.0,941 720-3850,CA,CA,CSLB Contractor,,95134.0,"CROSS STREET: Saddle Bred Ln 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-05-12,33.105981423487165,-117.13241973195996,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016SB,,2961 FLEDGLING DR ,ESCONDIDO,CA,92029.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003636,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Saddle Bred Ln 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78806,2017.0,5.0,4.0
59,59,,2017-07-13,,,6056 EAST BASELINE ROAD #155,,MESA,,CALIFORNIA DELTA MECHANICAL INC,GALINA@DELTAMECHANICAL.COM,Galina Pavlova ,811114.0,480 898-0007,AZ,CA,CSLB Contractor,,85206.0,"CROSS STREET: Old Guejito Grade Rd  
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",,,0.0,0.0,2017-07-13,33.1616369310935,-116.97483938455328,2017-07-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=01PL4,,16506 OLD GUEJITO GRADE RD ,ESCONDIDO,CA,92027.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-005657,Residential Alteration or Addition - Plan Check-Permit,8015 - ACC - (Online) Plumbing - HRA Water Heater R&amp;R;,Plumbing,"CROSS STREET: Old Guejito Grade Rd  
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-07-13,,Existing,Existing,81281,2017.0,7.0,3.0
60,60,,2017-03-09,2017-03-20,2017-03-21,1347 BROADWAY,,EL CAJON,,BOB JENSON AIR CONDITIONING INC,INFO@BOBJENSON.COM,HECTOR SANZ ,340838.0,619 440-5634,CA,CA,CSLB Contractor,,92021.0,"Cross street: AVOCADO BLVD

Description of Work: REPLACE (E) A/C, NO NEW ELECT. FOR (E) SFD",,,247.0,0.0,2017-03-09,32.75918464724133,-116.95412779429586,2017-03-22,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KJD,,4410 MAYAPAN LN ,LA MESA,CA,91941.0,497-222-52-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001667,Residential Alteration or Addition - Plan Check-Permit,8020 - ACC - Mechanical Only,Mechanical,"Cross street: AVOCADO BLVD

Description of Work: REPLACE (E) A/C, NO NEW ELECT. FOR (E) SFD",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-21,,Existing,Existing,73,2017.0,3.0,3.0
61,61,,2017-03-09,,,2245 ENTERPRISE STREET,SUITE_150,ESCONDIDO,,CASCADE ELECTRICAL CONTRACTING CORP,tom@safewayelectric.com,TOM WING ,893299.0,760 871-2400,CA,CA,CSLB Contractor,,92029.0,"Cross street: CAM SAN BERNARDO

Description of Work: NEW 100 AMP PANEL SERVICE FOR LIGHTING PURPOSES ONLY TO SHOW FUTURE TENANT(S) AT SUITE #255
 (SUITE CURRENTLY VACANT)",,,247.0,0.0,2017-03-09,33.02114043869755,-117.10028538823929,2017-04-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KLO,,10805 RANCHO BERNARDO RD ,SAN DIEGO,CA,92127.0,678-291-03-00,Commercial Alteration-Addn,Non-Residential,PDS2017-COMALT-000109,Commercial Alteration or Addition - Plan Check-Permit,8000 - ACC - Electrical Only,Electrical,"Cross street: CAM SAN BERNARDO

Description of Work: NEW 100 AMP PANEL SERVICE FOR LIGHTING PURPOSES ONLY TO SHOW FUTURE TENANT(S) AT SUITE #255
 (SUITE CURRENTLY VACANT)",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-09,,Existing,Existing,75,2017.0,3.0,3.0
62,62,,2017-03-09,2017-05-10,2017-05-11,473 VERNON WAY,,EL CAJON,,GLOBAL HEATING &amp; AIR CONDITIONING INC,,salam essak ,988444.0,800 413-0907,CA,CA,CSLB Contractor,,92020.0,"Cross street: CONRAD DR

Description of Work: REPLACEMENT AC AND FURNACE (NO ELECTRICAL) FOR (E) SFD",,,247.0,0.0,2017-03-09,,,2017-05-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KL5,,9645 CAMTO DE MARIA ,SPRING VALLEY,CA,91977.0,500-030-71-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001677,Residential Alteration or Addition - Plan Check-Permit,8020 - ACC - Mechanical Only,Mechanical,"Cross street: CONRAD DR

Description of Work: REPLACEMENT AC AND FURNACE (NO ELECTRICAL) FOR (E) SFD",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-05-11,,Existing,Existing,76,2017.0,3.0,3.0
63,63,,2017-05-12,,,77 RIO ROBLES,,SAN JOSE,,SUNPOWER CORPORATION SYSTEMS,,,890895.0,941 720-3850,CA,CA,CSLB Contractor,,95134.0,"CROSS STREET: Saddle Bred Ln 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-05-12,33.105957003202604,-117.13209108401384,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016SR,,2945 FLEDGLING DR ,ESCONDIDO,CA,92029.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003641,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Saddle Bred Ln 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78807,2017.0,5.0,4.0
64,64,,2017-07-13,,,6056 EAST BASELINE ROAD #155,,MESA,,CALIFORNIA DELTA MECHANICAL INC,GALINA@DELTAMECHANICAL.COM,Galina Pavlova ,811114.0,480 898-0007,AZ,CA,CSLB Contractor,,85206.0,"CROSS STREET: Paraiso ave  
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",,,0.0,0.0,2017-07-13,32.72793054176727,-116.99615723363961,2017-07-14,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=01PI4,,2108 PARAISO AVE ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-005632,Residential Alteration or Addition - Plan Check-Permit,8015 - ACC - (Online) Plumbing - HRA Water Heater R&amp;R;,Plumbing,"CROSS STREET: Paraiso ave  
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-07-13,,Existing,Existing,81282,2017.0,7.0,3.0
65,65,,2017-05-12,,,,,,,,,,,,,,,,,"CROSS STREET: San Marino Dr. 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,247.0,0.0,2017-05-12,33.12362067375484,-117.21110779680949,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016TH,,1502 CIRCA DEL LAGO ,SAN MARCOS,CA,92069.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003650,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: San Marino Dr. 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78809,2017.0,5.0,4.0
66,66,,2017-03-09,,,,,,,,,,,,,,,,,,,,0.0,,,,,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KMQ,,,,,,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001687,Residential Alteration or Addition - Plan Check-Permit,,,,San Diego - Prod 7.3.3.8.1,Open,In Review,2013-04-17,,Existing,Existing,83,,,
67,67,,2017-03-08,,,30300 PUERTO VALLARTA WAY,,MENIFEE,,ALL STAR WATER HEATERS INC,,Jeff Sprague ,812894.0,951 301-0067,CA,CA,CSLB Contractor,,92584.0,"CROSS STREET: . 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",,,0.0,0.0,2017-03-08,32.74481589863625,-116.98982035702574,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KAG,,3658 QUAILVIEW CT ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001657,Residential Alteration or Addition - Plan Check-Permit,8015 - ACC - (Online) Plumbing - HRA Water Heater R&amp;R;,Plumbing,"CROSS STREET: . 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-08,,Existing,Existing,85,2017.0,3.0,2.0
68,68,,2017-03-01,,,1351 DISTRIBUTION WAY STE 9,,VISTA,,"YANCHEWSKI &amp; WARDELL ENTERPRISES, INC",,,925031.0,760 754-1960,CA,CA,CSLB Contractor,,92081.0,"Cross street: E CLEMMENS DR. 

Description of Work: MISC. PLUMBING AND WATER TREATMENT.",,,247.0,0.0,2017-03-01,33.368013668219746,-117.2463030786062,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00HLM,,321 NATALIE WAY ,FALLBROOK,CA,92028.0,104-430-09-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001431,Residential Alteration or Addition - Plan Check-Permit,8010 - ACC - Plumbing Only,Plumbing,"Cross street: E CLEMMENS DR. 

Description of Work: MISC. PLUMBING AND WATER TREATMENT.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-01,,Existing,Existing,382,2017.0,3.0,2.0
69,69,,2017-03-08,2017-03-19,2017-03-20,30300 PUERTO VALLARTA WAY,,MENIFEE,,ALL STAR WATER HEATERS INC,,Jeff Sprague ,812894.0,951 301-0067,CA,CA,CSLB Contractor,,92584.0,"CROSS STREET: . 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",,,0.0,0.0,2017-03-08,32.66711463847883,-117.0207634678891,2017-03-22,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KAF,,3710 GLEN VERDE CT ,BONITA,CA,91902.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001656,Residential Alteration or Addition - Plan Check-Permit,8015 - ACC - (Online) Plumbing - HRA Water Heater R&amp;R;,Plumbing,"CROSS STREET: . 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-20,,Existing,Existing,84,2017.0,3.0,2.0
