PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,FISCAL_YEAR,OBJECTID
PO554432-V3,DC PUBLIC LIBRARY,JANITORIAL SERVICES,38921.09,2017-03-07T00:00:00.000Z,NATIONAL SERVICE CONTRACTORS I,2017,355831
PO560783,DEPARTMENT OF CORRECTIONS,9667600:Print-On-Demand Printing Services (Including Print and Distribute Services),4500,2017-03-28T00:00:00.000Z,A Digital Solutions Inc.,2017,355832
PO559490-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",10927.8,2017-05-24T00:00:00.000Z,SAIC_1,2017,355833
PO560121,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,25018.56,2017-03-14T00:00:00.000Z,ADVANCED NETWORK CONSULTING,2017,355834
PO563088,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTING OF ENVELOPES, RECYCLED, BROWN KRAFT",59.05,2017-05-19T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,355835
PO559250,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",1750,2017-02-24T00:00:00.000Z,MFRI,2017,355836
PO558670,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,3360,2017-02-08T00:00:00.000Z,TOTAL FAMILY CARE COALITION,2017,355837
PO555952,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,250,2017-03-16T00:00:00.000Z,LATIN AMERICAN YOUTH CENTER,2017,355838
PO553513-V2,DEPUTY MAYOR FOR EDUCATION,"INSTALLATION AND REMOVAL SERVICES, BANNERS",18015,2017-01-06T00:00:00.000Z,LINK Strategic Partners,2017,355839
PO562449-V2,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,38741.7,2017-05-23T00:00:00.000Z,ADVANCED NETWORK CONSULTING,2017,355840
PO554771-V2,DEPARTMENT OF HEALTH,"9486452:NURSE STAFFING, SUPPLEMENTAL",14580,2017-02-08T00:00:00.000Z,MOTIR SERVICES INC,2017,355841
PO561468,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2086636:SOFTWARE, MICROCOMPUTER, FOR INSURANCE RECORDING/TRACKING, IBM COMPATIBLE, LATEST RELEASE OR VERSION LISTED",183,2017-04-12T00:00:00.000Z,APPLE COMPUTER INC,2017,355842
PO559805,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,PINE CONES,59.98,2017-03-07T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,355843
PO563653,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TICKETS, RESERVED TYPE",2760,2017-06-01T00:00:00.000Z,"TERRAPIN ADVENTURES, LLC",2017,355844
PO560523-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,52.5,2017-04-04T00:00:00.000Z,GREAT AMERICAN CORP,2017,355845
PO561246,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"3753078:SNACKS, BAKERY, VEND PACK",457.2,2017-04-06T00:00:00.000Z,"SODEXHOMAGIC, LLC",2017,355846
PO558393,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,FINANCIAL SERVICES (NOT OTHERWISE CLASSIFIED),4687.5,2017-02-01T00:00:00.000Z,"Wells Fargo Bank, N.A.",2017,355847
PO556180,DEPARTMENT OF FORENSICS SCIENCES,"1751375:CHEMICALS, LABORATORY, REAGENTS",3591.63,2017-01-11T00:00:00.000Z,Life Technologies,2017,355848
PO558563,DEPARTMENT OF FOR-HIRE VEHICLES,"9563540:MAGAZINES, INTERNET",5000,2017-02-06T00:00:00.000Z,Experian Information Solutions Inc.,2017,355849
PO558751,DEPARTMENT OF BEHAVIORAL HEALTH,EDUCATIONAL TRAINING CONSULTANT SERVICES,4300,2017-02-09T00:00:00.000Z,ACCREDITATION CNCL GRADUATE MD,2017,355850
PO558306-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,8193.75,2017-03-14T00:00:00.000Z,TECHNICAL ADVISORY SERVICE FOR,2017,355851
PO562286,DC PUBLIC LIBRARY,"2854205:BOOTS, INSULATING, ELECTRICAL",4700,2017-05-02T00:00:00.000Z,SAF GARD SAFETY SHOE CO INC,2017,355852
PO550860-V2,DC PUBLIC LIBRARY,9103957:JANITORIAL/CUSTODIAL SERVICES,7929.49,2017-01-24T00:00:00.000Z,NATIONAL SERVICE CONTRACTORS I,2017,355853
PO561361,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2013758:PATCHES AND NAMEPLATES, UNIFORM",2.95,2017-04-10T00:00:00.000Z,MORGANS INC,2017,355854
PO557657-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,743.2,2017-04-11T00:00:00.000Z,GREAT AMERICAN CORP,2017,355855
PO563944,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,HEALTH,29.88,2017-06-07T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,355856
PO559278,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CHARTER SERVICES, BUS",1200,2017-04-25T00:00:00.000Z,"Keller Transportation, Inc",2017,355857
PO561761,DEPARTMENT OF ENERGY AND ENVIRONMENT,EDUCATIONAL/TRAINING,20000,2017-04-20T00:00:00.000Z,Anacostia Waterfront Trust,2017,355858
PO557259,HOMELAND SECURITY/EMERGENCY MANAGEMENT,"MISCELLANEOUS PROMOTIONAL ITEMS, IMPRINTED",41975,2017-01-04T00:00:00.000Z,AdBox Promo Agency,2017,355859
PO557941,OFFICE OF PEOPLE'S COUNSEL,"0377877:STICKERS, IMPRINTED",27213,2017-01-23T00:00:00.000Z,PROJECT ENERGY SAVERS LLC,2017,355860
PO559496,DEPARTMENT OF ENERGY AND ENVIRONMENT,"9268300:Site Assessment, Environmental",25000,2017-02-28T00:00:00.000Z,SCIENTIA VERITAS L.L.P.,2017,355861
PO563046,HOMELAND SECURITY GRANTS,9793700:First Aid and Safety Equipment (Including Manikins and Models) Rental or Lease,25000,2017-05-18T00:00:00.000Z,AMERICAN RED CROSS OF THE NATI,2017,355862
PO558898,DEPARTMENT OF BEHAVIORAL HEALTH,9103957:JANITORIAL/CUSTODIAL SERVICES,5809.72,2017-02-14T00:00:00.000Z,Clean Team Janitorial Service,2017,355863
PO550342-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"9626941:PERSONNEL SERVICES, TEMPORARY",51408,2017-04-11T00:00:00.000Z,vTech Solution Inc.,2017,355864
PO559910,OFFICE OF THE ATTORNEY GENERAL,"2077984:TONER CARTRIDGES, LASER JET PRINTER, REMANUFACTURED",85.09,2017-03-08T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,355865
PO555586-V3,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,3087.5,2017-01-27T00:00:00.000Z,NEAL R GROSS & CO INC,2017,355866
PO559903,DEPT OF SMALL & LOCAL BUSINESS DEVELOPMT,9614400:Industrial Development and Planning Services,4000,2017-03-08T00:00:00.000Z,Friends of Rhode Island Ave NE,2017,355867
PO563697,DEPARTMENT OF CORRECTIONS,"7158300:Textbooks, Adult Education",283.95,2017-06-02T00:00:00.000Z,PMGLLLC,2017,355868
PO562580,DEPARTMENT OF HUMAN SERVICES,"2045440:MICROCOMPUTERS, HANDHELD",2468.22,2017-05-08T00:00:00.000Z,Dell Computer Corp.,2017,355869
PO562864,DEPARTMENT OF PARKS AND RECREATION,"8055135:GAMES, PLAYGROUND",1116.72,2017-05-15T00:00:00.000Z,THE HAMILTON GROUP,2017,355870
PO470033-V2,DEPARTMENT OF GENERAL SERVICES,9184100:Energy Conservation Consulting,148995.99,2017-04-27T00:00:00.000Z,MIDTOWN PERSONNEL INC,2017,355871
PO560225-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,319.6,2017-03-27T00:00:00.000Z,GREAT AMERICAN CORP,2017,355872
PO558358,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2045446:MICROCOMPUTERS, LAPTOP",8840.25,2017-01-31T00:00:00.000Z,AMERICAN EXPRESS COMPANY,2017,355873
PO562668,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9090300:Administration of Contracts: Summary of Work, Quality Control, Project Closeout, etc.",2000,2017-05-09T00:00:00.000Z,"Natural Rersources Design, Inc.",2017,355874
PO559376-V2,HOMELAND SECURITY/EMERGENCY MANAGEMENT,"ANSWERING SYSTEMS, HIGH VOLUME, BRAND LISTED OR EQUAL",38622.03,2017-05-17T00:00:00.000Z,"COMTECH, INC",2017,355875
PO562163,PUBLIC SERVICE COMMISSION,"Testing of Systems Infrastructure, Components or Software, IT Services",6000,2017-04-28T00:00:00.000Z,"SOFTEK SERVICES, INC.",2017,355876
PO551863-V2,DEPT. OF HOUSING AND COMM. DEVELOPMENT,TAINLESS STEEL CHAIN,0,2017-04-25T00:00:00.000Z,NEW SYSTEM DEMO.& EXCAVA.,2017,355877
PO560211,OFFICE ON AGING,"DECORATIONS, SPECIAL EVENTS",9999,2017-03-15T00:00:00.000Z,"COMPASS GROUP USA, INC",2017,355878
PO557375,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,350,2017-01-06T00:00:00.000Z,Opportunities Industrial Center,2017,355879
PO557379,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,3900,2017-01-06T00:00:00.000Z,Run Hope Work_1,2017,355880
PO555085-V2,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,1011.81,2017-06-08T00:00:00.000Z,Tenleytown LLC,2017,355881
PO558506,COUNCIL OF THE DISTRICT OF COLUMBIA,"6153301:ACCESSORIES, DESK",12.58,2017-02-03T00:00:00.000Z,LASER ART INC,2017,355882
PO559503-V5,DEPARTMENT OF HUMAN SERVICES,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,78371.2,2017-06-08T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,355883
PO559029,DEPARTMENT OF TRANSPORTATION,EDUCATIONAL/TRAINING,61207.7,2017-02-16T00:00:00.000Z,"COMPASS GROUP USA, INC",2017,355884
PO559542,DEPARTMENT OF HEALTH CARE FINANCE,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,115666,2017-02-28T00:00:00.000Z,"AVID SYSTEMS, LLC",2017,355885
PO465346-V2,DEPARTMENT OF GENERAL SERVICES,9253400:Energy Management Engineering,40217.39,2017-04-26T00:00:00.000Z,"CH2M Hill, Inc.",2017,355886
PO561723-V2,OFFICE OF CHIEF FINANCIAL OFFICER,"9857400:Software, Computer, Rental or Lease",15489,2017-05-01T00:00:00.000Z,GOVERNMENTJOBS.COM INC,2017,355887
PO559861-V2,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),65840,2017-04-21T00:00:00.000Z,DISTRICT ALLIANCE SAFE HOUSING,2017,355888
PO504975-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,"9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",352,2017-05-24T00:00:00.000Z,"Orion Systems Group, LLC",2017,355889
PO562770,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9617800:Travel Agency Services,3576,2017-05-11T00:00:00.000Z,COAST 2 COAST TRAVEL INC.,2017,355890
PO563777,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,38.97,2017-06-05T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,355891
PO552424-V2,OFFICE OF LOTTERY AND CHARITABLE GAMES,"9857400:Software, Computer, Rental or Lease",1063.92,2017-05-19T00:00:00.000Z,WEST PUBLISHING CORP,2017,355892
PO558372,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,13440,2017-01-31T00:00:00.000Z,Jarmal Harris Project,2017,355893
PO551704-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"6154331:POCKETS, HANGING FILE, EXPANSION TYPE",1000,2017-04-25T00:00:00.000Z,ALS OFFICE PRODUCTS,2017,355894
PO555586-V3,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,0,2017-01-27T00:00:00.000Z,NEAL R GROSS & CO INC,2017,355895
PO560830,OFFICE OF THE MAYOR,EDUCATIONAL TRAINING CONSULTANT SERVICES,20000,2017-03-29T00:00:00.000Z,The Coles Group LLC,2017,355896
PO560010-V2,DEPARTMENT OF HUMAN SERVICES,OUTREACH SERVICES,97216.2,2017-04-13T00:00:00.000Z,DC CENTRAL KITCHEN,2017,355897
PO558870-V2,DEPT. OF HOUSING AND COMM. DEVELOPMENT,9104700:Lead Abatement Services,9276.13,2017-05-02T00:00:00.000Z,"VETERANS CONTRACTOR ASSISTANCE SUPPORT SERVICES, LLC",2017,355898
PO553129-V4,STATE SUPERINTENDENT OF EDUCATION (OSSE),9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,145849.2,2017-03-08T00:00:00.000Z,"OST, Inc.",2017,355899
PO560429,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,3706.2,2017-03-21T00:00:00.000Z,"Aspen of DC, Inc. d/b/a ADC Management Solutions",2017,355900
PO559415,METROPOLITAN POLICE DEPARTMENT,9155190:WORLD WIDE WEB (WWW) ADVERTISING SERVICES,5000,2017-02-24T00:00:00.000Z,RADIO ONE INC.,2017,355901
PO561861,DEPARTMENT OF BEHAVIORAL HEALTH,9812464:RENTAL OF RECYCLING COLLECTION EQUIPMENT AND CONTAINERS,47.5,2017-04-21T00:00:00.000Z,"21st Century Security, LLC",2017,355902
PO550252-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"8007224:BOOTS, SAFETY STEEL TOE, MEN'S, 10 INCH, LEATHER UPPER, LEATHER-LINED VAMP, ENGLISH BOUND, CREPE SOLE, CUSHIONED INSOLE",9189.25,2017-06-05T00:00:00.000Z,SAF GARD SAFETY SHOE CO INC,2017,355903
PO550465-V2,DEPARTMENT OF BEHAVIORAL HEALTH,"6453382:PAPER, COPY, RECYCLED STOCK, WITH 50% OF ITS TOTAL WEIGHT CONSISTING OF SECONDARY AND POST CONSUMER WASTE MINIMUM AND 10% OF ITS TOTAL WEIGHT CONSISTING OF POST CONSUMER WASTE MINIMUM",0,2017-02-02T00:00:00.000Z,PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers,2017,355904
PO562842,DEPARTMENT OF BEHAVIORAL HEALTH,"LABOR, MISCELLANEOUS",33694.02,2017-05-12T00:00:00.000Z,"MBI HEALTH SERVICES, LLC",2017,355905
PO550671-V3,DC PUBLIC LIBRARY,"5607860:TRUCKS, HAND, PALLET, HYDRAULIC",30637,2017-04-18T00:00:00.000Z,Capital Services and Supplies,2017,355906
PO560847,DEPT. OF HOUSING AND COMM. DEVELOPMENT,9104700:Lead Abatement Services,52948.5,2017-03-29T00:00:00.000Z,IS ENTERPRISES INC,2017,355907
PO558084,DEPT. OF HOUSING AND COMM. DEVELOPMENT,"Professional Services, Subcontractor and Contractor >25000",994.67,2017-01-25T00:00:00.000Z,Unclassified,2017,355908
PO557602-V2,DEPARTMENT OF BEHAVIORAL HEALTH,9520600:Alcohol and Drug Prevention,0,2017-04-28T00:00:00.000Z,Rockson Community Development Corporation dba as FH Faunteroy Community Enrichment Center,2017,355909
PO563901,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,126.85,2017-06-07T00:00:00.000Z,"Planet Depos, LLC",2017,355910
PO561629,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,700,2017-04-18T00:00:00.000Z,Thomas F. Grogan,2017,355911
PO557371-V2,DEPARTMENT OF MOTOR VEHICLES,"2041339:CABLE, COMPUTER, EXTENDED DISTANCE",57.24,2017-03-09T00:00:00.000Z,"SUPRETECH, INC.",2017,355912
PO563809,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",7353,2017-06-06T00:00:00.000Z,"Networking For Future, Inc.",2017,355913
PO532486-V4,OFFICE OF CHIEF TECHNOLOGY OFFICER,9189500:Telecommunications Consulting,31360.3,2017-02-23T00:00:00.000Z,SAIC_1,2017,355914
PO561867,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,39993.75,2017-04-21T00:00:00.000Z,"COMPUTER AID, INC.",2017,355915
PO561207,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Judgments and Settlements, Attorney Fees",2500,2017-04-05T00:00:00.000Z,LOIS HOCHHAUSER,2017,355916
PO557921,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"MARKERS, CRAYOLA OR EQUAL",15.98,2017-01-23T00:00:00.000Z,METROPOLITAN OFFICE PRODUCTS,2017,355917
PO557657-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,123.75,2017-04-11T00:00:00.000Z,GREAT AMERICAN CORP,2017,355918
PO561495,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"Computers, Microcomputer, Handheld, Laptop and Notebook, Rental or Lease",2838,2017-04-13T00:00:00.000Z,APPLE COMPUTER INC,2017,355919
PO563423,DC PUBLIC LIBRARY,"PRINTING, CUSTOM DECALS",2095.31,2017-05-30T00:00:00.000Z,"VINCENT PRINTING COMPANY, INC.",2017,355920
PO557520,"DEPART OF INSURANCE,SECURITIES & BANKING","SCALES, POSTAGE METER, INTEGRA 150, 0-150 LBS., ELECTRONIC SCALE, W/INTERFACE",30000,2017-01-10T00:00:00.000Z,PITNEY BOWES,2017,355921
PO561268,OFFICE OF UNIFIED COMMUNICATIONS,"7252762:RADIOS, MOBILE, HIGH FREQUENCY, INCLUDING EXTENDED WARRANTY, PROGRAMMING AND MAINTENANCE",7275.75,2017-04-07T00:00:00.000Z,Integrated Research Inc,2017,355922
PO560997,DEPART OF YOUTH REHABILITATION SERVICES,"9667129:ROUND CORNERING PAMPHLETS, BOOKLETS, BOOKS, AND OTHER BOUND MATERIAL COMPOSED OF MULTIPLE PAGES; ROUND CORNERING TWO CORNERS OF PAPER (COVER COUNTS AS ONE 4 PAGE SIGNATURE)",10000,2017-03-31T00:00:00.000Z,"SHRED-IT USA, INC.",2017,355923
PO554346-V2,CHILD AND FAMILY SERVICES,9521500:Case Management,15000,2017-05-23T00:00:00.000Z,GEORGIA AVE/ROCK CREEK EAST FA,2017,355924
PO559458,DC NATIONAL GUARD,"2047659:PRINTERS, INKJET, BRAND AND MODEL LISTED OR EQUAL",688,2017-02-27T00:00:00.000Z,LASER ART INC,2017,355925
PO558546-V2,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",4287.5,2017-03-31T00:00:00.000Z,GEORGE MASON UNIVERSITY,2017,355926
PO563697,DEPARTMENT OF CORRECTIONS,"7158300:Textbooks, Adult Education",431.88,2017-06-02T00:00:00.000Z,PMGLLLC,2017,355927
PO558319,DEPARTMENT OF HUMAN SERVICES,"9713000:Hotel/Motel Accomodations (Incl. Lodges, Resorts, Bed/Breakfast Inns, etc.)",15750,2017-01-31T00:00:00.000Z,Holiday Inn Express Washington DC NE,2017,355928
PO556816,DEPARTMENT OF HUMAN SERVICES,OUTREACH SERVICES,24167,2017-02-17T00:00:00.000Z,LATIN AMERICAN YOUTH CENTER,2017,355929
PO559511-V2,DEPARTMENT OF TRANSPORTATION,9582600:Construction Management Services,500195.8,2017-04-28T00:00:00.000Z,SHELADIA ASSOCIATES INC,2017,355930
PO562938,FIRE AND EMERGENCY MEDICAL SERVICES,9584100:Fleet Management Services,50000,2017-05-16T00:00:00.000Z,SEAGRAVE FIRE APARATUS INC,2017,355931
PO558817,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL/TRAINING,7000,2017-02-10T00:00:00.000Z,Youth Entrepreneur Institute_1,2017,355932
PO561771,DEPARTMENT OF EMPLOYMENT SERVICES,9525900:Human Services (Not Otherwise Classified),4995,2017-04-20T00:00:00.000Z,"ASM EDUCATIONAL CENTER, INC",2017,355933
PO556364-V3,DEPARTMENT OF EMPLOYMENT SERVICES,"Professional Services, Subcontractor and Contractor >25000",49800,2017-04-10T00:00:00.000Z,PROFESSIONAL MGMT CONSULTING,2017,355934
PO563928,DEPT. OF HOUSING AND COMM. DEVELOPMENT,9104700:Lead Abatement Services,37665.84,2017-06-07T00:00:00.000Z,"VETERANS CONTRACTOR ASSISTANCE SUPPORT SERVICES, LLC",2017,355935
PO549995-V2,DEPARTMENT OF HEALTH,9484800:Health Care Services (Not Otherwise Classified),21137,2017-04-24T00:00:00.000Z,BREAD FOR THE CITY,2017,355936
PO558939,OFFICE OF CHIEF TECHNOLOGY OFFICER,"2851065:RACKS, CABLE",36498,2017-02-14T00:00:00.000Z,"Networking For Future, Inc.",2017,355937
PO563760,OFFICE OF CHIEF TECHNOLOGY OFFICER,"BOLTS, NUTS, SCREWS, WASHERS AND OTHER MISC. HARDWARE",466,2017-06-05T00:00:00.000Z,"MVS, Inc.",2017,355938
PO562481-V3,OFFICE OF CHIEF TECHNOLOGY OFFICER,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,53586,2017-05-30T00:00:00.000Z,"COMPUTER AID, INC.",2017,355939
PO559775-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"9090300:Administration of Contracts: Summary of Work, Quality Control, Project Closeout, etc.",0,2017-03-23T00:00:00.000Z,"MVS, Inc.",2017,355940
PO560501,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,253.2,2017-03-22T00:00:00.000Z,American Business Supplies LLC,2017,355941
PO561361,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"2013758:PATCHES AND NAMEPLATES, UNIFORM",2.95,2017-04-10T00:00:00.000Z,MORGANS INC,2017,355942
PO560429,DEPARTMENT OF EMPLOYMENT SERVICES,EDUCATIONAL TRAINING CONSULTANT SERVICES,11118.3,2017-03-21T00:00:00.000Z,"Aspen of DC, Inc. d/b/a ADC Management Solutions",2017,355943
PO561860,DEPARTMENT OF BEHAVIORAL HEALTH,9812464:RENTAL OF RECYCLING COLLECTION EQUIPMENT AND CONTAINERS,2.2,2017-04-21T00:00:00.000Z,"21st Century Security, LLC",2017,355944
PO490091-V6,DEPARTMENT OF GENERAL SERVICES,"9060700:Architect Services, Professional",24000,2017-05-25T00:00:00.000Z,Bowie Gridley Architects,2017,355945
PO561073,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,24684,2017-04-03T00:00:00.000Z,"A2 Services, Inc",2017,355946
PO561554,OFFICE OF THE ATTORNEY GENERAL,9612458:PROFESSIONAL COURT REPORTER SERVICES,105.3,2017-04-14T00:00:00.000Z,SUPERIOR COURT OF DC,2017,355947
PO558377-V2,OFFICE OF THE ATTORNEY GENERAL,9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY,125,2017-03-27T00:00:00.000Z,NEAL R GROSS & CO INC,2017,355948
PO561786,OFFICE OF JUSTICE GRANTS ADMINISTRATION,"Grants, Community Service Programs",75732,2017-04-20T00:00:00.000Z,COMMUNITY CONNECTIONS,2017,355949
PO556299-V2,OFFICE OF CHIEF TECHNOLOGY OFFICER,"LABOR, MISCELLANEOUS",30000,2017-04-10T00:00:00.000Z,OUTFRONT MEDIA LLC,2017,355950
PO557920,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,0207800:Recycled Agricultural Equipment Accessories and Supplies,672.5,2017-01-23T00:00:00.000Z,General Merchandise Supplies,2017,355951
PO561675,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Electrostatic Printing Services,47500,2017-04-18T00:00:00.000Z,GOVERNMENT PRINTING OFFICE (GP,2017,355952
PO558096,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CATERING SERVICES,845,2017-01-25T00:00:00.000Z,DC CENTRAL KITCHEN,2017,355953
PO563558,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,9247100:School Operation and Management Services,132.29,2017-05-31T00:00:00.000Z,LASER ART INC,2017,355954
PO557722-V2,DEPARTMENT OF EMPLOYMENT SERVICES,"9615040:LEGAL SERVICES INCLUDING RESEARCH TIME, TRAVEL TIME, TESTIFYING TIME, MEALS, ETC.",21600,2017-02-08T00:00:00.000Z,RELX Inc,2017,355955
PO554317-V2,DEPT. OF HOUSING AND COMM. DEVELOPMENT,9466000:Loan Administration,0.01,2017-02-03T00:00:00.000Z,"CORNERSTONE COMMUNITY DC, INC.",2017,355956
PO560578,ALCOHOLIC BEVERAGE REGULATION ADMIN.,"2045327:COMPUTER SYSTEM (CPU, MONITOR, AND KEYBOARD)",8770,2017-03-23T00:00:00.000Z,Dell Computer Corp.,2017,355957
PO551690-V4,STATE SUPERINTENDENT OF EDUCATION (OSSE),"MEDALS, ATHLETIC AWARDS",35100,2017-06-06T00:00:00.000Z,LAMB AWARDS & ENGRAVING T/A J,2017,355958
PO562584,OFFICE OF CONTRACTING AND PROCUREMENT,"2086775:SOFTWARE, MICROCOMPUTER, SUBSCRIPTIONS",926.9,2017-05-08T00:00:00.000Z,WEST PUBLISHING CORP,2017,355959
PO551775-V2,DEPT. OF HOUSING AND COMM. DEVELOPMENT,9104700:Lead Abatement Services,6858.65,2017-02-13T00:00:00.000Z,"VETERANS CONTRACTOR ASSISTANCE SUPPORT SERVICES, LLC",2017,355960
PO560999,METROPOLITAN POLICE DEPARTMENT,9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,24688.44,2017-03-31T00:00:00.000Z,"COMPUTER AID, INC.",2017,355961
PO558987,DEPARTMENT OF GENERAL SERVICES,9582600:Construction Management Services,1300000,2017-02-15T00:00:00.000Z,District of Columbia Agencies,2017,355962
PO562681,DC NATIONAL GUARD,"9242500:For Credit Classes, Seminars, Workshops, etc.",700,2017-05-10T00:00:00.000Z,AMERICAN PUBLIC UNIVERSITY SYS,2017,355963
PO560068,DEPARTMENT OF FORENSICS SCIENCES,9392136:MAINTENANCE OF COMPUTER PRINTERS,26460.45,2017-03-13T00:00:00.000Z,MERIDIAN IMAGING SOLUTIONS,2017,355964
PO558553-V2,STATE SUPERINTENDENT OF EDUCATION (OSSE),"9241636:DEVELOPMENT, COURSE, FOR ENVIRONMENTAL TRAINING",33600,2017-02-17T00:00:00.000Z,ZERO TO THREE NATL CTR,2017,355965
PO560599,DEPARTMENT OF TRANSPORTATION,"MICROCOMPUTER SERVER, HARDWARE AND SOFTWARE (IBM 7026-H70 RS/6000 ENTERPRISE SERVER MODEL H70 STARS/GIS HARDWARE AND SOFTWARE)",42454.89,2017-03-23T00:00:00.000Z,Dell Computer Corp.,2017,355966
PO560381,DEPARTMENT OF PARKS AND RECREATION,9984400:Food,17.8,2017-03-20T00:00:00.000Z,AdBox Promo Agency,2017,355967
PO559123,DEPARTMENT OF PARKS AND RECREATION,"6153378:TRAYS, POST-IT NOTES, DESKTOP, PLASTIC",230,2017-02-17T00:00:00.000Z,"STAR OFFICE PRODUCTS, INC",2017,355968
